0,1,2,3,4,5,6
第16回全函館大合唱祭,11月8日　後６．００　H．B．C劇場　全函館大合唱祭　函館市民文化祭協賛　第16回公演　主催　函館合唱連盟　後援　函館音楽協会　会券　指定席券　￥１００　補助指定席券￥７０　プレイガイド・楽器店,,,54.0×38.0cm,,po002534
ワグネルソサィエティー演奏会,慶應大学創立95周年記念　ワグネルソサィエティー演奏会　8月21日（木）后6時　日魯講堂　会券￥100　曲目　男声合唱（日本民謡、シューベルト、グリーク集他）　弦楽四重奏（ハイドン、鳥他）　チエロ独奏（サンサーンス白鳥　他）　ヴァイオリン独奏（ヴェートーヴェン、スプリングソナタ他）　共催　ワグネル・ソサィエティ　函館三田会　函館慶應学生会　協賛　函館音楽協会　函館鑑賞協会　後援　函館新聞社　ライオン石鹸　ライオン油脂株式会社,,,54.0×38.5cm,,po002535
諏訪根自子リサイタル,VIOLIN RECITAL　諏訪根自子　ピアノ　野辺地　爪丸　7月5日　函館鑑賞協会・前売指定３００　日魯講堂・協賛＊函館市・自由席２５０,,,37.0×52.5cm,,po002537
掲示についてお願い,昭和三十四年六月二十五日　函館市公民館長　髙木　実　各位　ポスター掲示についてお願い,,1959年,26.0×18.5cm,,po002538
只野ポンチ　軽笑楽劇隊,天下一品豪華シヨウ　只野ポンチ　ミユージカル・シヨウ　浪曲学校　他十二景　軽笑楽劇隊　津田秋好のスヰング・ジヤズ・バンド　待望の実演　映画は　十五日より神州天馬峡萬歳館,,,38.0×13.0cm,,po002539
東京大学オーケストラ,東京大学オーケストラ函館市演奏会　指揮　早川正昭　悲愴　チャイコフスキー　火の鳥　ストラビンスキー　こうもり序曲　J.ストラウス　ペールギュント組曲　グリーグ　7月19日（月）　P.M.6：30　HBCラジオ劇場　主催　函館東大会　後援　函館市教育委員会　北海道放送　●全席自由席￥200,,,59.0×42.0cm,,po002540
梁川剛一　挿し絵原画展,10月19日～11月21日　会場／市立函館博物館　主催／市立函館博物館,,2010年,72.5×51.3cm,,po005094
平成二四年度市立函館博物館企画展　函館の麦酒,"市制施行90周年記念
4月28日～6月24日　会場／市立函館博物館　主催／市立函館博物館　函館市中央図書館ほか",,2012年,72.9×51.3cm,,po005234
平成二四年度市立博物館企画展　写された幕末・明治の函館,"市制施行90周年記念
7月14日～9月23日　会場／市立函館博物館　主催／市立函館博物館",,2012年,72.6×51.4cm,,po005292
2013市立函館博物館企画展　函館商人の人生模様,4月23日～5月31日　会場／市立函館博物館　主催／市立函館博物館,,2013年,59.3×41.9cm,,po005361
1996特別企画展　函館の自然詩,5月1日～8月31日　会場／市立函館博物館　主催／市立函館博物館,,1996年,72.5×51.3cm,,po005603
函館市制施行70周年特別企画展〈函館日米協会再発足1周年記念〉　箱館開港とペリーの足跡,4月26日～6月28日　会場／市立函館博物館　主催／市立函館博物館,,1992年,72.6×51.4cm,,po005627
特別展　北への道,7月9日～9月18日　会場／市立函館博物館五稜郭分館,,[1988年],42.0×59.4cm,,po005638
1988特別企画展　THE HAKODADI,7月1日～9月30日　会場／市立函館博物館　,,1988年,42.0×59.3cm,,po005640
1992特別展　描かれた箱館五稜郭,"函館市制施行70周年記念
6月16日～9月27日　会場／市立函館博物館五稜郭分館　主催／市立函館博物館",,1992年,51.4×72.8cm,,po005663
1992特別企画展　大むかしの函館,"函館市制施行70周年記念
7月7日～9月13日　会場／市立函館博物館　主催／市立函館博物館",,1992年,72.7×51.6cm,,po005666
特別展　箱館海戦記,7月26日～9月30日　会場／市立函館博物館五稜郭分館（五稜郭公園内）　主催／市立函館博物館,,2003年,83.8×59.9cm,,po005764
新入学（園）児童を交通事故から守りましょう　4月1日～4月30日,昭和45年3月7日受付印,,,73.0×51.5cm,,po000207
平成23年度企画展　描かれた箱館戦争　幕末の動乱と蝦夷地への道,4月29日～7月10日　会場／市立函館博物館,,2011年,70.0×50.0cm,,po005440
函館市縄文文化交流センターオープン記念ロビー展　現代に息づく縄文文化　亀ヶ岡焼－一戸広臣の世界－,10月18日～11月20日　会場／市立函館博物館　主催／市立函館博物館,,2011年,72.9×51.5cm,,po005520
1996特別展　幕末の箱館,7月23日～9月22日　会場／博物館分館（五稜郭公園内）　主催／市立函館博物館,,1996年,73.0×51.5cm,,po005589
2009特別展　みなとHAKODADIハイカラ展,"函館開港150周年記念
9月19日～10月25日　会場／市立函館博物館　［主催］／市立函館博物館",,2009年,72.9×51.5cm,,po005803
北洋博ニュース　開催中…8月31日まで函館,,,[1954年],75.5×53.3cm,,po005829
新島襄と幕末の箱館　平成25年度市立函館博物館企画展,6月14日～9月1日　会場／市立函館博物館　主催／市立函館博物館,,2013年,73.1×51.6cm,,po005904
平成21年度中空土偶展　国宝中空土偶と函館の文化財,4月25日～5月17日　会場／市立函館博物館　主催／市立函館博物館,,2009年,72.9×51.5cm,,po005993
港祭記念郷土文化展覧会,7月1日～7日　会場／函館市図書館,,1937年,86.9×59.0cm,,po006022
賀新年　明治三十七年略暦,和洋小間物卸商［丸九］加藤文五郎,,1904年,53.3×24.5cm,,po006047
現代書と墨・硯　函館の五人展,11月17日～12月20日　会場／市立函館博物館　［主催］／市立函館博物館,,2009年,59.5×42.0cm,,po006065
懸賞当選標語,日本図書館協会,,1924年,39.6×20.2cm,,po006096
養鶏界空前の催し　全国養鶏大会　,"北海道養鶏夏季大学　
8月4日～6日　会場／札幌市公会堂　主催／中央家禽タイムス社　鶏友社",,1931年,106.0×37.3cm,,po006120
電気安全月間,"札幌通商産業局　北電営業部公共課　
11月1日～30日",,1951年,38.4×52.7cm,,po006128
みんなで節電致しましょう,函館市電力危機対策委員会,,1949年,37.5×52.0cm,,po006131
平和記念東京博覧会,画／二世 五姓田芳柳（1943年没）　「平和記念東京博覧会発行之証」の印あり　「五姓田」のサインあり　台紙付（63.9×94.4cm）,平和紀念東京博覧会,1922年,46.8×64.6cm,,po006136
衛生的改良箱詰塩鮭鱒,日露漁業株式会社,,[1922～1923年],106.3×77.2cm,,po006138
2004特別企画展　ペリー箱館来航150年,6月29日～8月22日　会場／市立函館博物館本館　［主催］／市立函館博物館,,2004年,72.9×51.5cm,,po006166
第14回　さっぽろ雪まつり,"ナショナル　
2月1日～3日",,1963年,36.3×51.1cm,,po006180
第14回　さっぽろ雪まつり,"東京銀座街　
2月1日～3日　会場／大通り公園",,1963年,37.7×50.8cm,,po006181
北洋博　芸能ニュース　提供[丸井]今井,8月25日～29日　会場／第一会場野外劇場,,[1954年],53.0×37.5cm,,po006204
北洋博　芸能ニュース　［ボーニ］森屋提供,8月11日～15日　会場／第一会場野外劇場,,[1954年],54.1×38.0cm,,po006205
北洋博　芸能ニュース　札幌酒精工業株式会社提供,7月10日～16日　会場／第一会場野外劇場,,[1954年],54.1×37.9cm,,po006206
北洋博　催物ニュース　川守田商店提供,20日～24日　会場／第一会場野外劇場,,[1954年],54.2×76.6cm,,po006207
北洋博　催物ニュース　提供［丸井］今井,8月25日～29日　会場／第一会場野外劇場,,[1954年],52.8×75.2cm,,po006208
北洋博　催物ニュース,7月17日～24日　会場／第一会場野外劇場,,[1954年],54.0×76.5cm,,po006209
北洋博福引付前売入場券発売中,昭和28年12月1日～昭和29年5月31日　主催／北海道　函館市　ほか,,1953年,36.6×53.2cm,,po006210
信州善光寺出開帳尼公上人御親修大法要,7月24日～28日　会場／善宝寺　主催／信州善光寺函館奉賛会,,[1954年],53.4×37.2cm,,po006211
北洋博ポスター図案コンテスト,主催／北洋漁業再開記念北海道大博覧会,,[1954年],59.9×44.5cm,,po006213
ポンと…100万円豪華抽せん付　北洋博前売券発売中,,,[1953年],53.4×18.5cm,,po006215
記念発売　北洋音頭,"キングレコード　
湯の川小唄　作詩／高橋掬太郎（北海道出身　函館日日新聞記者）",,[1954年],72.3×25.9cm,,po006216
北洋博　催物ニュース　［ボーニ］森屋提供,8月11日～15日　会場／第一会場野外劇場,,[1954年],54.2×76.6cm,,po006217
口腔衛生週間　紳士淑女のエチケット　歯のクリーニング,6月1日～7日　主催／北海道　北海道教育委員会　ほか　昭和25年5月29日函館市広告税免税印あり,,1950年,75.2×52.9cm,,po006228
函館大火20周年　想い起せよ昭和9年3月21日,3月17日～21日　主催／函館市消防本部　日本損害保険協会函館損保会,,1954年,75.3×52.3cm,,po006232
初心者のためのスポーツ教室,会場／函館市青年センター　七飯浜海浜　ほか　主催／函館市教育委員会,,,38.0×51.7cm,,po006236
みんなの町をきれいにしよう,函館市,,,35.8×49.5cm,,po006239
昭和三十二年［カレンダー］,"ぼうに謄写印刷所　
作／清原斉（1956年没）",,1957年,75.6×52.8cm,,po006253
昭和27年［カレンダー］,北海道銀行,,1952年,59.5×42.3cm,,po006261
昭和二十八年癸巳平年［カレンダー］,北海道銀行,,1953年,60.0×42.2cm,,po006262
大沼国定公園　1962［カレンダー］,大沼ヘルス・センター,,1962年,82.5×59.2cm,,po006265
生れ変った小包料金,,,[1951年],36.3×52.9cm,,po006267
つゝしみの日　三月二十一日大火災記念行事,函館市,,1951年,35.5×51.5cm,,po006280
火災を無くしましょう！　函館大火24周年火災をなくする運動,"函館市消防本部　
3月21日～27日",,1958年,52.2×37.1cm,,po006281
総合文化雑誌　海峡,函館海峡社,[函館海峡社],1950年,51.5×36.0cm,,po006284
第5回全日本切手展　函館地区展,3月25日～31日　会場／［ボーニ］森屋2階　主催／道南郵趣連合会,,[1955年],38.4×54.4cm,,po006285
1955年［カレンダー］,"北海道相互銀行　
画／ローレンス（1830年没）",,1955年,75.0×53.2cm,,po006287
刑務所製品展示即売会,10月17日・18日　会場／函館少年刑務所,,[1964年],54.9×38.7cm,,po006293
刑務所製品展示即売会,3月6日・7日　会場／函館少年刑務所,,1965年,54.5×38.3cm,,po006294
刑務所製品展示即売会,3月9日・10日　会場／函館少年刑務所,,1963年,54.3×38.4cm,,po006295
刑務所製作品展示即売会,3月19日・20日　会場／函館少年刑務所　昭和35年■月14日渡島支庁印あり,,1960年,54.3×38.1cm,,po006299
