title,number
ビール愛飲家の飲み振り,pc000569-0001
（昭和御大典記念）　大阪市奉祝花電車,pc003193
室蘭地球岬へ御召艦御入港の図,pc002326
小樽新聞社主催　第三回観楓会　紀念　第三回観楓会場比羅夫台下墜道　第一回観楓会場稲穂峠黒滝,pc002554-0001
小樽新聞社主催　観楓会々場と羊蹄山,pc000249-0001
小樽港高架桟橋　THE PIER OF OTARU HA-BOUR.,pc001064
名称　吼獅　8　出産地　天塩国上川郡温根別村九線川支流　採取時　昭和九年三月九日　重量　一二五、三七匁　（実物大）,pc002824-0001
皇太子殿下　北海道行啓紀念　前田農場　御料乳牛『アウチヤフォーアーマーザー三世』号　小樽乳牛場新築の牛舎,pc000541-0001
御旅館（偕行社）　[皇太子肖像],pc000972-0001
旭川市街全図,pc002141
千代ノ山御野立場　将校集会所行啓　皇太子殿御行啓記念　明治四十四年八月　歩兵第二十七連隊,pc000960-0001
[皇太子と皇 太子妃肖像],pc020285-0001
東宮殿下　東宮妃殿下　皇孫迪宮殿下　淳宮殿下　光宮殿下,pc002460-0001
"[皇太子肖像]　IN COMMEMORATION OF H.I.H. THE CROWN PRINCE'S VISIT TO KUSHIRO, HOKKAIDO, 1911",pc010282
"室蘭区役所　Murrran-kuyakusho Office, Hokkaido 227",pc001114
室蘭港　室蘭小唄[歌詞付き],pc000206-0001
室蘭市街の一部,pc010121-0001
室蘭市街之一部,pc000936-0001
室蘭市街之一部,pc002550-0001
室蘭市街之一部,pc000821-0001
室蘭市全景　（其一）／室蘭市全景　（其二）,pc000094
（室蘭）　八幡神社　A PAINCPAL SEIGNT MURORAN,pc020101
室蘭市立病院　A PAINCPAL SEIGNT MURORAN,pc010160-0001
天与の楽園　室蘭[室蘭ゴルフ倶楽部],pc000513-0001
"（室蘭）　街路樹薫る代表街、海岸通りの清観　STREET VIEW OF KAIGAN-DORI, MURORAN.",pc010505
"（室蘭）　壮観を極むる室蘭輪西製鉄所の全景　THE FULL VIEW OF WANISHI IRON FOUNDRY, MURORAN.",pc002156-0001
室蘭港全景　WHOLE VIEW OF PORT MURORAN.,pc000477-0001
（北海道）　室蘭町札幌通ノ景　Sapporodori at Hokkaido,pc002312
"（室蘭港外の景勝）　其の一　地球岬燈台　室蘭半島の中部に在り室蘭市母恋町はづれより五町断崖上に起てば風光絶佳噴火湾を隔て遙に渡島国駒ヶ岳を望む　""THE LIGHTHOUSE ON THE LAND OF CHIKYU"" FROM THE MIDDLE PART OF THE MURORAN PROMONTORY, COMMANDS A DISTANT VIEW OF MT.KOMA ACROSS FUNKWA BAY.",pc000491
室蘭港修築祝賀記念　室蘭港　大黒島（燈台所在）,pc002230
絶景トルカリシヨ　吉田初三郎画伯筆,pc010176
室蘭　チヤラツナイの奇岩　奇を争ひて,pc010816
北海道生産物　大正五年,pc010001-0001
"虻田海岸　ABUTA COAST, HOKKAIDO.",pc001086-0001
優麗なる神威古潭　The elegant Kamoikotan.,pc020203-0001
十勝岳　Mt.Tokachi,pc002528-0001
室蘭地球岬燈台,pc001179
"小樽市下水道貯水池ト溢流路及鉄管橋　Reservoir of Otaru Water worker, Overthrow and Bridge for Iron Tub.",pc001350
（現今ノ小樽市）　花園町大通二丁目　View of Otaru at Hokkaido.,pc003185-0001
遊園地より見たる小樽港内　LANDSCAPE A SCENERY OTARU,pc010191
小樽港内船舶の輻輳　OTARU PART OTARU,pc010690-0001
小樽港内船舶の輻輳　OTARU PART OTARU,pc002804-0001
定山渓の奇勝　The Wonderful View of Teizankei.,pc001423
小樽日本銀行支店　VIEW OF OTARU HOKKAIDO,pc001560
"小樽郵便電信局　VIEW OF OTARU, HOKKAIDO.",pc000440-0001
（小樽）　花園橋より見たる進行中の汽車　OTARU HANASONO RA LWAYTRAIN,pc010819
（北海道）　小樽市全景　（八枚組）（人口二十万余）　VIEW OF OTARU.,pc000582
（北海道）　小樽港全景　（其一）　（人口十一万余）　VIEW OF OTARU PORT.,pc000601-0001
（北海道）　小樽港全景　（其一）　（人口十一万余）　VIEW OF OTARU PORT,pc010091-0001
平和の充ちる　澄みわたる、朝の光－　花園町鈴蘭街－　行交ふ人々、走る車、充つるは平和－　（商港都市・小樽）,pc001141
"小樽風景　Suzuran Street, Otaru.[鈴蘭街]",pc020037-0001
小樽市稲穂火葬場礼拝所,pc010212-0001
第二回北海道医師大会紀念　会場,pc002662-0001
蝦夷富士　神居古潭,pc000773
（一）　会議場全景　（郵船小樽支店）,pc000036(2)
小樽港全景三枚続　（其一）　WHOLE VIEW OF PORT OTARU.,pc020318-0001
小樽沿革絵葉書第一輯　（一）　手宮洞窟　古代文字を彫刻す日本史蹟として保存せらる,pc020263-0001
小樽沿革絵葉書第二輯　（一）　小樽官衛沿華其一　有幌町海岸　（右端）昔の警察署跡　現今警察署（富岡町）,pc000803-0001
尼港殉難者納骨塔全景　（小樽市手宮公園内）,pc020254
神威岩及神威岬　婦女通行禁制で有名である。,pc010252
針葉樹林　（赤岩付近）　撮影者　大谷雄三郎氏,pc000311-0001
摩周湖　西沢笛畝,pc002263
登別温泉と大地獄　Nororibetsu hot springs and the exploision crater.　（岡田紅陽写）,pc000658-0001
（北海道土人風俗）　アイヌの村落　The Ainu Customs at Hokkaido.,pc002575-0001
北海道土人風俗　メノコ　FASHIONS OF AINUS IN HOKKAIDO.,pc010915-0001
柏葉に風薫る上川神社　吉田初三郎画伯筆,pc002919-0001
金比羅神社　吉田初三郎画伯筆,pc020370-0001
夜の室蘭　吉田初三郎画伯筆,pc010145-0001
伝説の春採湖　吉田初三郎画伯筆,pc000069-0001
北海道アイヌ土人風俗　（1）,pc010085-0001
アイヌ風俗　一輯一　Ainu Customs 1.1　盛装したるアイヌの酋長　1.An Ainu Chief in Full Ceremonial Costume.,pc020335-0001
"アイヌ風俗　二輯一　Ainu Customs 2.1　アイヌ婦人の酒宴　1.Three Ainu Women, showing the Modes of Drinking and Salutation.",pc002095-0001
アイヌ風俗　四輯一　Ainu Customs 4.1　幼児の哺乳　1.Suckling a babe of an Ainuwomen who is cultivating the land.,pc002727
アイヌ風俗　三輯一　Ainu Customs 3.1　毒薬調製　1.The  Ainu preparing of a poison.,pc002163-0001
開道五十年記念北海道博覧会　（第一会場）　名誉橋,pc000194-0001
（札幌）　開道五十年記念北海道博覧会　園芸館,pc020210-0001
（北海道土人熊祭）　熊祭の前儀、熊送の式場に神宝を飾り盛装せるメノコ参集,pc010056
北海道土人風俗　住家　FASHIONS OF AINUS IN HOKKIDO,pc002555-0001
（北海道土人風俗）　アイヌ熊祭の実況　（其一）　送らるる熊と酋長,pc020990-0001
"（洞爺湖名勝）　山水双美の金沼と小有珠岳　VIEW OF KANE-NUMA POND AND MT.KO-USU-DAKE, LAKE DOYA.",pc000382
有珠善光寺本堂,pc002098
国産振興北海道拓殖博覧会　台湾館,pc001005
北海道洞爺湖ノ風景,pc010057
堂々はためき　乾坤一碧－堂々地に立つ帝大の学び舎、農学部の麗姿燦然とはためき－[北海道大学]　（北海道札幌）,pc002767-0001
（北海道アイヌ風俗）　アイヌの男,pc021066
北海道土人風俗　其一,pc001584-0001
北海道アイヌ風俗　（第二集）　メノコ薪の運搬　CUSTOMS OF HOKKAIDO ABORIGINES,pc001251-0001
アイヌ古代の家エカシケンルの全景　（エカシケンルとはアイヌ語で祖先の尊き家と云ふ義）,pc000105
北海道旭川アイヌ風俗,pc002646-0001
北海道土人風俗　第二輯　（1）　CUSTOMS OF HOKKAIDO TRIBE.　,pc010307-0001
（アイヌ風俗）　アイヌ酋長,pc000009-0001
（アイヌ風俗）　アイヌ餅つき,pc010178
北海道土人アイヌ風俗　（1）,pc000654-0001
（アイヌ風俗）　アイヌ美人の盛装,pc000535-0001
北海道土人アイヌ風俗　MUNNERS OF AINUS ABORIGINE　,pc001339
"毎時平和に　毎時平和な団欒のあるアイヌ人の家屋。質朴な彼等民族を表徴するかのやうなこの家屋は、まさに一福の田園詩だ。　－アイヌをたづねて－　THE MANNERS AND CUSTOMS OF AINU PEOPLES AT HOKKAIDO, NIPPON.　　",pc002709-0001
北海道旭川アイヌ丸木船にて鱒漁,pc020141-0001
北海道土人風俗アイヌ熊祭　（1）,pc000823-0001
アイヌ風俗一　Ainu Customs 1.　盛装のアイヌ男女　1.Full dressed Ainu men and women.,pc000248-0001
N・A・G　石狩へ転住中の樺太アイヌ　明治八年樺太が露領となつた時その南岸一帯のアイヌ八百余人日本へ帰化して石狩に転住す其残存者ちりぢりに樺太へ戻つて今は一人も居ないが明治二十一年頃隅々鹿島清兵衛氏の手に其隻影を止めたのが此図で土俗的に体質的に之は頗る貴重な資料である,pc020027-0001
北海道土人風俗　The Customs of Ainu.　（1）,pc010826
（北海道土人熊送）　其二　熊檻,pc020617-0001
北海道土人風俗,pc000399-0001
町役場（富良野町）　翠緑鬱蒼タル富良野神社境内（富良野町）,pc003101
M206　（滝川名勝）　滝川小学校・女職・中学校,pc020052
（網走町）　北見二見ヶ浦,pc002139
（網走名所）　網走港内ノ流氷,pc002706-0001
（網走名所）　三眺山ヨリ見タル網走湖,pc002632-0001
網走海水浴場　1■,pc010371-0001
遠軽風景　遠軽尋常高等小学校,pc002430-0001
野付牛町市街全景　人口三万一千北見ニ於ケル商業ノ中心トシテ殷賑ヲ極ム　市制施行モ近キニアリ,pc002589
北見国女満別村高台地青豌豆?種,pc002647-0001
紋別市街地,pc010142
（北海道）　野付牛停車場前　FRONT STATION NOKKEUSHI.,pc010336-0001
鴛泊市街ノ一部,pc010103-0001
稚内本通北四丁目,pc020607
北海道空知郡栗沢村　栗沢村土功組合灌漑溝導水門　上幌土功組合貯水池　上幌土功水路及ビ水田ノ景　茂世丑土功組合導水門,pc002983-0001
鉱業所全景　（其一）,pc020603
木材積取の景観　（躍進の遠別）,pc000352
網走南四条通リ,pc010058
抜海岸々ヨリ望ム利尻岳,pc002530-0001
〔最近の札幌〕　郊外ポプラ街道　View of Sapporo at Hokkaido.,pc001180
大通逍遙地　ウインタースポーツの華　ジヤンプ,pc002468-0001
〔最新の札幌〕　停車場　View of Sapporo at Hokkaido,pc020142
（札幌）　狸小路　View of Sapporo at Hokkaido.,pc000548
（札幌）　永山将軍銅像と札幌郵便局及区役所　City office and post ofiiice Sapporo.,pc000313-0001
（札幌）　停車場　View of Sapporo at Hokkaido.,pc002645-0001
乳色の花咲く頃や町薫る　（札幌停車場通りアカシヤ並木）,pc001135
The pasture of Makomanai near Sapporo.　真駒内牧場,pc002461
北海道庁　The Office of the Hokkaido Prefecture.,pc020286-0001
時計台建物　昭和八年八月修築成れる現建物で、旧札幌農学校演武場として建築せられ、明治十四年九月　明治天皇の御臨幸を仰げる由緒深き地である。,pc021340
札幌郵便局運動会紀念,pc002086
ポプラ水に映れり　（北海道庁）,pc001554-0001
札幌停車場通　Street of Sapporo Station.,pc001248-0001
札幌風景　電話分局,pc002238
（札幌）　葡萄園より手稲山を望む　View mt.teina from grape-garden of Sapporo,pc002745-0001
豊平館ニ於ケル薬業家大会,pc000423-0001
札幌郊外農科大学付属放牧場　MEAPOW IN THE SUBURBS OF SAPPORO.,pc010828
"豊平館　（札幌）　The View of Sapporo, Hokkaido.　",pc001163-0001
北大予科講堂とポプラー,pc010379-0001
"The View of Sapporo, Hokkaido　大通公園　（札幌）",pc010156-0001
The View of Sapporo Hokkaido.　市街の一部　（札幌）,pc003148
御国のすがた　A SHEEP FARM OF THE NORINSHO TSUKISAPPU.　農林省月寒種羊場,pc001627
札幌神社　SAPPORO JINSHA.(A SHINTO TEMPLE.),pc001171-0001
札幌区　北海道庁　view of Sapporo,pc001408
旭川市四条通リ盛場　Shijo-dori fusiest-gusiest-guarters.（Asahikawa）,pc010667-0001
北海道帝国大学付属医院　Landscape of Hokkaido.,pc000048-0001
土人のはた織,pc002213-0001
（アイヌ風俗）　熊を柵内に入れんとす,pc020056
北海道土人風俗　第二輯　（3）　CUSTOMS OF HOKKAIDO TRIBE.　,pc000583
北海道土人風俗第一輯（4）　CUSTOMS OF HOKKAIDO TRIBE.　,pc010821
アイヌ語からできている北海道の駅名　はこだて「函館駅」　おたる「小樽駅」　さっぽろ「札幌駅」　あさひがは「旭川駅」　むろらん「室蘭駅」　くしろ「釧路駅」　ねむろ「根室駅」,pc020275-0001
北海道土人アイヌ風俗　Munners of Ainu's aborigine.,pc010104-0001
"（北海道・帯広）　藤丸デパート屋上より市街北方を望む　NORTHRN STREET VIEWED FROM ROOF OF FUJIMARU DEPARTMENT STORE, OBIHIRO HOKKAIDO.",pc010318-0001
"（北海道狩勝峠）　狩勝峠の高峯佐幌岳に立ち脚下に展開する十勝大平原を望む（其ノ一）～（其ノ四）　THE GRAND SIGHT OF TOKACHI GREAT PLAIN LOOKING DOEN FROM MT.SAHORO, KARIKACHI PASS.（No.1）～（No.4）",pc002692-0001
（最近の札幌）　郊外ポプラ街道　View of Sapporo at Hokkaido.,pc002559-0001
円山スロープ　（札幌郊外）,pc000925
"（札幌）　豊平橋　View of Sapporo at Hokkaido,",pc020501
札幌狸小路暮色　Sapporo Tanukikoji,pc001188-0001
十勝野を馳るトラクター　大農式ハ機械駆馳ヲ必須トス。農耕機ノ唸ル処、一日ノ開墾行程十町歩ニ余ル。,pc001416
十勝の水田作況　水田適地六万町歩。反当リ収量一行六斗ヨリ四石迄,pc002481-0001
FUKUYAMA NISHITATEYAMA SENNENJI SANMON NO KEI　松前勝景　（専念寺山門の景）　西立山専念寺は天文二年大谷派本願寺の本道に寺院を有する最初のものにして年を経る事三千九十余年なり　,pc002258-0001
北海道立水族館　THE HOKKAIDO AQUARIUM,pc002106-0001
八雲産業組合事務所　（其ノ一）,pc010397-0001
門別村役場,pc010356-0001
1.森林労働者山小屋ノ実景　Wood Camp.,pc002401-0001
"18.木材馬橇ノ運搬実景　Near Station Yard showing Sledge,",pc010313-0001
北海道三景ノ内　洞爺湖　北海道三景ノ内　利尻富士,pc002367-0001
"（小樽名勝）　風光明媚なる小樽公園　THE FINE VIEW OF OTARU PARK, OTARU.",pc020034-0001
北海道大博覧会実況（於小樽市）　〔公園会場〕　樺太全島の全貌を目前に見る樺太館。,pc003132
小樽市街図,pc002906
（小樽名勝）　手宮公園ヨリ港内ノ展望　FAMOUS PLACE IN OTARU.,pc000620
小樽商業会議所　VIEW OF OTARU MARCHANT CLUB,pc002572
"『北海道・大雪山国立公園』　黒岳　Grand view of peak Kuro-dake, Daisetsuzan National Park.　Hokkaido",pc000297-0001
（開道五十年記念）　北海道博覧会第一会場　音楽堂の夜景,pc000964
北海道大博覧会実況（於小樽市）　中央塔燦と高く一大不夜城を現出する公園会場。,pc000318
（小樽）　花園橋より見たる進行中の汽車,pc000811
（旭川）　旭橋之景　Asahibashi.,pc010292
神居古譚の絶景　A View of Kamoikotan.,pc002560-0001
（旭川名勝）　市の大玄関旭川駅の広場　THE SQUARE IN FRONT OF ASAHIGAWA STATION.,pc001225
理事長　世木沢藤三郎　本館新築事務所・保育部・授産部・其ノ他　旭川市・財団法人旭川隣保会,pc000427-0001
"（大雪山国立公園・層雲峡）　錦糸の滝　KINSHI-NO-TAKI FALL, SOUNKYO GORGE, DAISETSUZAN NATIONAL PARK.",pc010501
